,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,203.18112705809844,0.0
GenCo1,2,0.0,0,2,0.0,230.52865084453393,0.0
GenCo2,2,0.0,0,2,0.0,232.82899385477427,0.0
GenCo3,2,0.0,0,2,0.0,249.18343675654413,0.0
GenCo4,2,0.0,0,2,0.0,247.7810935923415,0.0
GenCo5,2,0.0,0,2,0.0,250.09337095335815,0.0
GenCo6,2,0.0,0,2,0.0,237.50590259609575,0.0
GenCo7,2,0.0,0,2,0.0,239.44416789136767,0.0
GenCo8,2,0.0,0,2,0.0,251.05042806133824,0.0
GenCo9,2,0.0,0,2,0.0,250.6002779407712,0.0
GenCo10,2,0.0,0,2,0.0,240.87079318401064,0.0
GenCo11,2,0.0,0,2,0.0,230.36909341813413,0.0
GenCo12,2,0.0,0,2,0.0,248.64188846084147,0.0
GenCo13,2,0.0,0,2,0.0,231.3071030738696,0.0
GenCo14,2,0.0,0,2,0.0,235.41256658292602,0.0
GenCo15,2,0.0,0,2,0.0,229.5087151905185,0.0
GenCo16,2,0.0,0,2,0.0,245.2613543549948,0.0
GenCo17,2,0.0,0,2,0.0,228.947782005568,0.0
GenCo18,2,0.0,0,2,0.0,231.47808200251552,0.0
GenCo19,2,0.0,0,2,0.0,244.00519755792354,0.0
GenCo20,2,0.0,0,2,0.0,245.77450018483307,0.0
GenCo21,2,0.0,0,2,0.0,235.5806548621164,0.0
GenCo22,2,0.0,0,2,0.0,240.4971189605738,0.0
GenCo23,2,0.0,0,2,0.0,245.73037933223887,0.0
GenCo24,2,0.0,0,2,0.0,246.04760719401975,0.0
GenCo25,2,0.0,0,2,0.0,238.9255564781048,0.0
GenCo26,2,0.0,0,2,0.0,243.71721967146047,0.0
GenCo27,2,0.0,0,2,0.0,246.3147449430557,0.0
GenCo28,2,0.0,0,2,0.0,235.85221024143115,0.0
GenCo29,2,0.0,0,2,0.0,245.9872282029921,0.0
GenCo30,2,0.0,0,2,0.0,246.12104369552762,0.0
GenCo31,2,0.0,0,2,0.0,103.97904763832592,0.0
GenCo32,2,0.0,0,2,0.0,208.7621099890951,0.0
GenCo33,2,0.0,0,2,0.0,191.76755796810886,0.0
GenCo34,2,0.0,0,2,0.0,195.96161947602468,0.0
GenCo35,2,0.0,0,2,0.0,188.98262167770713,0.0
GenCo36,2,0.0,0,2,0.0,199.70516240204955,0.0
GenCo37,2,0.0,0,2,0.0,197.9173238037158,0.0
GenCo38,2,0.0,0,2,0.0,191.78358778564973,0.0
GenCo39,2,0.0,0,2,0.0,195.9651963226114,0.0
GenCo40,2,0.0,0,2,0.0,189.36491002948145,0.0
GenCo41,2,0.0,0,2,0.0,189.44442754390278,0.0
GenCo42,2,0.0,0,2,0.0,198.12243504305394,0.0
GenCo43,2,0.0,0,2,0.0,195.1247610241313,0.0
GenCo44,2,0.0,0,2,0.0,194.327644217323,0.0
GenCo45,2,0.0,0,2,0.0,195.90899487155673,0.0
GenCo46,2,0.0,0,2,0.0,205.7366924113514,0.0
GenCo47,2,0.0,0,2,0.0,193.02479492374744,0.0
GenCo48,2,0.0,0,2,0.0,190.91473418701827,0.0
GenCo49,2,0.0,0,2,0.0,207.4445816368739,0.0
GenCo50,2,0.0,0,2,0.0,201.7889217805849,0.0
GenCo51,2,0.0,0,2,0.0,192.9777648252408,0.0
GenCo52,2,0.0,0,2,0.0,189.80284713078754,0.0
GenCo53,2,0.0,0,2,0.0,204.79491280066057,0.0
GenCo54,2,0.0,0,2,0.0,191.84819729006688,0.0
GenCo55,2,0.0,0,2,0.0,199.32182476171488,0.0
GenCo56,2,0.0,0,2,0.0,202.38685671769412,0.0
GenCo57,2,0.0,0,2,0.0,199.40085634275542,0.0
GenCo58,2,0.0,0,2,0.0,197.40581139537676,0.0
GenCo59,2,0.0,0,2,0.0,204.0912659866609,0.0
GenCo60,2,0.0,0,2,0.0,198.6936573391762,0.0
GenCo61,2,0.0,0,2,0.0,195.32910901191715,0.0
GenCo62,2,0.0,0,2,0.0,200.06249871294162,0.0
GenCo63,2,0.0,0,2,0.0,204.51407716398654,0.0
GenCo64,2,0.0,0,2,0.0,207.1349949359539,0.0
GenCo65,2,0.0,0,2,0.0,200.6727372380869,0.0
GenCo66,2,0.0,0,2,0.0,203.85561421824949,0.0
GenCo67,2,0.0,0,2,0.0,200.25674811798862,0.0
GenCo68,2,0.0,0,2,0.0,200.90556847227518,0.0
GenCo69,2,0.0,0,2,0.0,200.37739292991316,0.0
GenCo70,2,0.0,0,2,0.0,188.9573015245026,0.0
GenCo71,2,0.0,0,2,0.0,206.35323227365782,0.0
GenCo72,2,0.0,0,2,0.0,200.2783117327963,0.0
GenCo73,2,0.0,0,2,0.0,191.35819805060373,0.0
GenCo74,2,0.0,0,2,0.0,204.08015303660255,0.0
GenCo75,2,0.0,0,2,0.0,203.44159011277648,0.0
GenCo76,2,0.0,0,2,0.0,201.24900506376136,0.0
GenCo77,2,0.0,0,2,0.0,195.06203374429396,0.0
GenCo78,2,0.0,0,2,0.0,205.26429020211148,0.0
GenCo79,2,0.0,0,2,0.0,206.18487478565808,0.0
GenCo80,2,0.0,0,2,0.0,195.54758056442762,0.0
GenCo81,2,0.0,0,2,0.0,194.12251318866143,0.0
GenCo82,2,0.0,0,2,0.0,208.45816629653694,0.0
GenCo83,2,0.0,0,2,0.0,193.9641339228339,0.0
GenCo84,2,0.0,0,2,0.0,208.17301038011254,0.0
GenCo85,2,0.0,0,2,0.0,199.00460438415766,0.0
GenCo86,2,0.0,0,2,0.0,191.45992616388693,0.0
GenCo87,2,0.0,0,2,0.0,198.31408664974987,0.0
GenCo88,2,0.0,0,2,0.0,206.12710371593195,0.0
GenCo89,2,0.0,0,2,0.0,196.83131883070388,0.0
GenCo90,2,0.0,0,2,0.0,194.33582549048333,0.0
GenCo91,2,0.0,0,2,0.0,195.8595437738511,0.0
GenCo92,2,0.0,0,2,0.0,194.79449126458564,0.0
GenCo93,2,0.0,0,2,0.0,208.28764328934042,0.0
GenCo94,2,0.0,0,2,0.0,165.55559211422582,0.0
GenCo95,2,0.0,0,2,0.0,165.85637565879213,0.0
GenCo96,2,0.0,0,2,0.0,108.05393480368737,0.0
GenCo97,2,0.0,0,2,0.0,110.19545719421522,0.0
GenCo98,2,0.0,0,2,0.0,109.0885188572645,0.0
GenCo99,2,0.0,0,2,0.0,111.29051069209406,0.0
GenCo100,2,0.0,0,2,0.0,104.41998690223281,0.0
GenCo101,2,0.0,0,2,0.0,102.58828595731225,0.0
GenCo102,2,0.0,0,2,0.0,101.67961720900412,0.0
GenCo103,2,0.0,0,2,0.0,112.04026898316589,0.0
GenCo104,2,0.0,0,2,0.0,112.35382401875557,0.0
GenCo105,2,0.0,0,2,0.0,103.97632070786132,0.0
GenCo106,2,0.0,0,2,0.0,104.90405600186328,0.0
GenCo107,2,0.0,0,2,0.0,142.86551983567503,0.0
GenCo108,2,0.0,0,2,0.0,138.05464137568796,0.0
GenCo109,2,0.0,0,2,0.0,145.08487304898844,0.0
GenCo110,2,0.0,0,2,0.0,148.0410657262874,0.0
GenCo111,2,0.0,0,2,0.0,144.17569322037585,0.0
GenCo112,2,0.0,0,2,0.0,148.34525869665384,0.0
GenCo113,2,0.0,0,2,0.0,146.80864520897254,0.0
GenCo114,2,0.0,0,2,0.0,145.54513814382227,0.0
GenCo115,2,0.0,0,2,0.0,142.9313422281307,0.0
GenCo116,2,0.0,0,2,0.0,141.99839821849443,0.0
GenCo117,2,0.0,0,2,0.0,148.88854337501417,0.0
GenCo118,2,0.0,0,2,0.0,151.27673566322395,0.0
GenCo119,2,0.0,0,2,0.0,149.1138102106581,0.0
GenCo120,2,0.0,0,2,0.0,144.00553768253886,0.0
GenCo121,2,0.0,0,2,0.0,143.24565045786704,0.0
GenCo122,2,0.0,0,2,0.0,0.0,0.0
GenCo123,2,0.0,0,2,0.0,140.52125799635314,0.0
GenCo124,2,0.0,0,2,0.0,131.32674268403625,0.0
GenCo125,2,0.0,0,2,0.0,133.90760114725808,0.0
GenCo126,2,0.0,0,2,0.0,139.16235135263815,0.0
GenCo127,2,0.0,0,2,0.0,129.58487504934183,0.0
GenCo128,2,0.0,0,2,0.0,124.13457364517237,0.0
GenCo129,2,0.0,0,2,0.0,126.16247060154635,0.0
GenCo130,2,0.0,0,2,0.0,0.0,0.0
GenCo131,2,0.0,0,2,0.0,0.0,0.0
GenCo132,2,0.0,0,2,0.0,135.93936057108596,0.0
GenCo133,2,0.0,0,2,0.0,134.54860876511276,0.0
GenCo134,2,0.0,0,2,0.0,126.10153731439263,0.0
GenCo135,2,0.0,0,2,0.0,128.66958722293506,0.0
GenCo136,2,0.0,0,2,0.0,138.00839477997653,0.0
GenCo137,2,0.0,0,2,0.0,131.38281627479617,0.0
GenCo138,2,0.0,0,2,0.0,144.50764132741975,0.0
GenCo139,2,0.0,0,2,0.0,132.11030249544763,0.0
GenCo140,2,0.0,0,2,0.0,127.62590320685902,0.0
GenCo141,2,0.0,0,2,0.0,130.0734121640594,0.0
GenCo142,2,0.0,0,2,0.0,123.65146748586209,0.0
GenCo143,2,0.0,0,2,0.0,121.8743211594518,0.0
GenCo144,2,0.0,0,2,0.0,138.80147891688426,0.0
GenCo145,2,0.0,0,2,0.0,136.16037538898087,0.0
GenCo146,2,0.0,0,2,0.0,135.85145030405303,0.0
GenCo147,2,0.0,0,2,0.0,142.74362018386975,0.0
GenCo148,2,0.0,0,2,0.0,131.79594599695636,0.0
GenCo149,2,0.0,0,2,0.0,130.63602184494542,0.0
GenCo150,2,0.0,0,2,0.0,124.5353836755298,0.0
GenCo151,2,0.0,0,2,0.0,138.46340339223391,0.0
GenCo152,2,0.0,0,2,0.0,132.84345560416352,0.0
GenCo153,2,0.0,0,2,0.0,135.10037455268727,0.0
GenCo154,2,0.0,0,2,0.0,156.10707520946048,0.0
GenCo155,2,0.0,0,2,0.0,167.53640361483014,0.0
GenCo156,2,0.0,0,2,0.0,160.53211994273062,0.0
GenCo157,2,0.0,0,2,0.0,168.41029388311424,0.0
GenCo158,2,0.0,0,2,0.0,157.42104346940124,0.0
GenCo159,2,0.0,0,2,0.0,160.09965313829707,0.0
GenCo160,2,0.0,0,2,0.0,170.60439777813042,0.0
GenCo161,2,0.0,0,2,0.0,141.25548442215478,0.0
GenCo162,2,0.0,0,2,0.0,138.97149951672634,0.0
GenCo163,2,0.0,0,2,0.0,133.58083428847388,0.0
GenCo164,2,0.0,0,2,0.0,139.6654709765717,0.0
GenCo165,2,0.0,0,2,0.0,135.40050843406505,0.0
GenCo166,2,0.0,0,2,0.0,134.0522256227471,0.0
GenCo167,2,0.0,0,2,0.0,136.73409583448628,0.0
GenCo168,2,0.0,0,2,0.0,142.94403638892638,0.0
GenCo169,2,0.0,0,2,0.0,122.88743629289159,0.0
GenCo170,2,0.0,0,2,0.0,124.16910157916587,0.0
GenCo171,2,0.0,0,2,0.0,123.56095459381413,0.0
GenCo172,2,0.0,0,2,0.0,128.15956960871645,0.0
GenCo173,2,0.0,0,2,0.0,120.23597544325258,0.0
GenCo174,2,0.0,0,2,0.0,137.08282294477712,0.0
GenCo175,2,0.0,0,2,0.0,140.37319636150198,0.0
GenCo176,2,0.0,0,2,0.0,139.5987084413966,0.0
GenCo177,2,0.0,0,2,0.0,136.5883473514599,0.0
GenCo178,2,0.0,0,2,0.0,138.54430301437603,0.0
GenCo179,2,0.0,0,2,0.0,0.0,0.0
GenCo180,2,0.0,0,2,0.0,0.0,0.0
GenCo181,2,0.0,0,2,0.0,0.0,0.0
GenCo182,2,0.0,0,2,0.0,0.0,0.0
GenCo183,2,0.0,0,2,0.0,0.0,0.0
GenCo184,2,0.0,0,2,0.0,0.0,0.0
GenCo185,2,0.0,0,2,0.0,0.0,0.0
GenCo186,2,0.0,0,2,0.0,0.0,0.0
GenCo187,2,0.0,0,2,0.0,0.0,0.0
GenCo188,2,0.0,0,2,0.0,0.0,0.0
GenCo189,2,0.0,0,2,0.0,0.0,0.0
GenCo190,2,0.0,0,2,0.0,0.0,0.0
GenCo191,2,0.0,0,2,0.0,0.0,0.0
GenCo192,2,0.0,0,2,0.0,111.1520200307485,0.0
GenCo193,2,0.0,0,2,0.0,0.0,0.0
GenCo194,2,0.0,0,2,0.0,0.0,0.0
GenCo195,2,0.0,0,2,0.0,0.0,0.0
GenCo196,2,0.0,0,2,0.0,0.0,0.0
GenCo197,2,0.0,0,2,0.0,0.0,0.0
GenCo198,2,0.0,0,2,0.0,0.0,0.0
GenCo199,2,0.0,0,2,0.0,0.0,0.0
GenCo200,2,0.0,0,2,0.0,0.0,0.0
GenCo201,2,0.0,0,2,0.0,0.0,0.0
GenCo202,2,0.0,0,2,0.0,0.0,0.0
GenCo203,2,0.0,0,2,0.0,0.0,0.0
GenCo204,2,0.0,0,2,0.0,0.0,0.0
GenCo205,2,0.0,0,2,0.0,0.0,0.0
GenCo206,2,0.0,0,2,0.0,0.0,0.0
GenCo207,2,0.0,0,2,0.0,0.0,0.0
GenCo208,2,0.0,0,2,0.0,0.0,0.0
GenCo209,2,0.0,0,2,0.0,0.0,0.0
GenCo210,2,0.0,0,2,0.0,0.0,0.0
GenCo211,2,0.0,0,2,0.0,0.0,0.0
GenCo212,2,0.0,0,2,0.0,0.0,0.0
GenCo213,2,0.0,0,2,0.0,0.0,0.0
GenCo214,2,0.0,0,2,0.0,0.0,0.0
GenCo215,2,0.0,0,2,0.0,0.0,0.0
GenCo216,2,0.0,0,2,0.0,0.0,0.0
GenCo217,2,0.0,0,2,0.0,163.69597457692882,0.0
GenCo218,2,0.0,0,2,0.0,163.50625523402095,0.0
GenCo219,2,0.0,0,2,0.0,153.38107610250788,0.0
GenCo220,2,0.0,0,2,0.0,0.0,0.0
GenCo221,2,0.0,0,2,0.0,0.0,0.0
GenCo222,2,0.0,0,2,0.0,0.0,0.0
GenCo223,2,0.0,0,2,0.0,0.0,0.0
GenCo224,2,0.0,0,2,0.0,0.0,0.0
GenCo225,2,0.0,0,2,0.0,0.0,0.0
GenCo226,2,0.0,0,2,0.0,0.0,0.0
GenCo227,2,0.0,0,2,0.0,0.0,0.0
GenCo228,2,0.0,0,2,0.0,0.0,0.0
GenCo229,2,0.0,0,2,0.0,0.0,0.0
GenCo230,2,0.0,0,2,0.0,0.0,0.0
GenCo231,2,0.0,0,2,0.0,0.0,0.0
GenCo232,2,0.0,0,2,0.0,0.0,0.0
GenCo233,2,0.0,0,2,0.0,0.0,0.0
GenCo234,2,0.0,0,2,0.0,0.0,0.0
GenCo235,2,0.0,0,2,0.0,0.0,0.0
GenCo236,2,0.0,0,2,0.0,0.0,0.0
GenCo237,2,0.0,0,2,0.0,0.0,0.0
GenCo238,2,0.0,0,2,0.0,0.0,0.0
GenCo239,2,0.0,0,2,0.0,0.0,0.0
GenCo240,2,0.0,0,2,0.0,0.0,0.0
GenCo241,2,0.0,0,2,0.0,0.0,0.0
GenCo242,2,0.0,0,2,0.0,0.0,0.0
GenCo243,2,0.0,0,2,0.0,0.0,0.0
GenCo244,2,0.0,0,2,0.0,0.0,0.0
GenCo245,2,0.0,0,2,0.0,0.0,0.0
GenCo246,2,0.0,0,2,0.0,0.0,0.0
GenCo247,2,0.0,0,2,0.0,0.0,0.0
GenCo248,2,0.0,0,2,0.0,0.0,0.0
GenCo249,2,0.0,0,2,0.0,0.0,0.0
GenCo250,2,0.0,0,2,0.0,0.0,0.0
GenCo251,2,0.0,0,2,0.0,0.0,0.0
GenCo252,2,0.0,0,2,0.0,0.0,0.0
GenCo253,2,0.0,0,2,0.0,0.0,0.0
GenCo254,2,0.0,0,2,0.0,0.0,0.0
GenCo255,2,0.0,0,2,0.0,0.0,0.0
GenCo256,2,0.0,0,2,0.0,0.0,0.0
GenCo257,2,0.0,0,2,0.0,0.0,0.0
GenCo258,2,0.0,0,2,0.0,0.0,0.0
GenCo259,2,0.0,0,2,0.0,0.0,0.0
GenCo260,2,0.0,0,2,0.0,0.0,0.0
GenCo261,2,0.0,0,2,0.0,0.0,0.0
GenCo262,2,0.0,0,2,0.0,148.35623796430002,0.0
GenCo263,2,0.0,0,2,0.0,138.85151494033963,0.0
GenCo264,2,0.0,0,2,0.0,0.0,0.0
GenCo265,2,0.0,0,2,0.0,0.0,0.0
GenCo266,2,0.0,0,2,0.0,0.0,0.0
GenCo267,2,0.0,0,2,0.0,0.0,0.0
GenCo268,2,0.0,0,2,0.0,0.0,0.0
GenCo269,2,0.0,0,2,0.0,0.0,0.0
GenCo270,2,0.0,0,2,0.0,0.0,0.0
GenCo271,2,0.0,0,2,0.0,0.0,0.0
GenCo272,2,0.0,0,2,0.0,0.0,0.0
GenCo273,2,0.0,0,2,0.0,0.0,0.0
GenCo274,2,0.0,0,2,0.0,0.0,0.0
GenCo275,2,0.0,0,2,0.0,154.90685364319452,0.0
GenCo276,2,0.0,0,2,0.0,0.0,0.0
GenCo277,2,0.0,0,2,0.0,0.0,0.0
GenCo278,2,0.0,0,2,0.0,0.0,0.0
GenCo279,2,0.0,0,2,0.0,0.0,0.0
GenCo280,2,0.0,0,2,0.0,0.0,0.0
GenCo281,2,0.0,0,2,0.0,0.0,0.0
GenCo282,2,0.0,0,2,0.0,0.0,0.0
GenCo283,2,0.0,0,2,0.0,0.0,0.0
GenCo284,2,0.0,0,2,0.0,0.0,0.0
GenCo285,2,0.0,0,2,0.0,0.0,0.0
GenCo286,2,0.0,0,2,0.0,0.0,0.0
GenCo287,2,0.0,0,2,0.0,0.0,0.0
GenCo288,2,0.0,0,2,0.0,157.48201797292364,0.0
GenCo289,2,0.0,0,2,0.0,157.08882277732653,0.0
GenCo290,2,0.0,0,2,0.0,156.84993921767125,0.0
GenCo291,2,0.0,0,2,0.0,154.21844059715298,0.0
GenCo292,2,0.0,0,2,0.0,0.0,0.0
GenCo293,2,0.0,0,2,0.0,0.0,0.0
GenCo294,2,0.0,0,2,0.0,0.0,0.0
GenCo295,2,0.0,0,2,0.0,0.0,0.0
GenCo296,2,0.0,0,2,0.0,0.0,0.0
GenCo297,2,0.0,0,2,0.0,0.0,0.0
GenCo298,2,0.0,0,2,0.0,0.0,0.0
GenCo299,2,0.0,0,2,0.0,0.0,0.0
GenCo300,2,0.0,0,2,0.0,0.0,0.0
GenCo301,2,0.0,0,2,0.0,0.0,0.0
GenCo302,2,0.0,0,2,0.0,0.0,0.0
GenCo303,2,0.0,0,2,0.0,0.0,0.0
GenCo304,2,0.0,0,2,0.0,0.0,0.0
GenCo305,2,0.0,0,2,0.0,122.05385233994403,0.0
GenCo306,2,0.0,0,2,0.0,123.68852293396307,0.0
GenCo307,2,0.0,0,2,0.0,0.0,0.0
GenCo308,2,0.0,0,2,0.0,0.0,0.0
GenCo309,2,0.0,0,2,0.0,0.0,0.0
GenCo310,2,0.0,0,2,0.0,0.0,0.0
GenCo311,2,0.0,0,2,0.0,0.0,0.0
GenCo312,2,0.0,0,2,0.0,0.0,0.0
GenCo313,2,0.0,0,2,0.0,0.0,0.0
GenCo314,2,0.0,0,2,0.0,0.0,0.0
GenCo315,2,0.0,0,2,0.0,0.0,0.0
GenCo316,2,0.0,0,2,0.0,0.0,0.0
GenCo317,2,0.0,0,2,0.0,0.0,0.0
GenCo318,2,0.0,0,2,0.0,0.0,0.0
GenCo319,2,0.0,0,2,0.0,0.0,0.0
GenCo320,2,0.0,0,2,0.0,0.0,0.0
GenCo321,2,0.0,0,2,0.0,0.0,0.0
GenCo322,2,0.0,0,2,0.0,0.0,0.0
GenCo323,2,0.0,0,2,0.0,0.0,0.0
GenCo324,2,0.0,0,2,0.0,0.0,0.0
GenCo325,2,0.0,0,2,0.0,0.0,0.0
GenCo326,2,0.0,0,2,0.0,0.0,0.0
GenCo327,2,0.0,0,2,0.0,0.0,0.0
GenCo328,2,0.0,0,2,0.0,0.0,0.0
GenCo329,2,0.0,0,2,0.0,0.0,0.0
GenCo330,2,0.0,0,2,0.0,0.0,0.0
GenCo331,2,0.0,0,2,0.0,0.0,0.0
GenCo332,2,0.0,0,2,0.0,0.0,0.0
GenCo333,2,0.0,0,2,0.0,0.0,0.0
GenCo334,2,0.0,0,2,0.0,0.0,0.0
GenCo335,2,0.0,0,2,0.0,0.0,0.0
GenCo336,2,0.0,0,2,0.0,0.0,0.0
GenCo337,2,0.0,0,2,0.0,0.0,0.0
GenCo338,2,0.0,0,2,0.0,0.0,0.0
GenCo339,2,0.0,0,2,0.0,0.0,0.0
GenCo340,2,0.0,0,2,0.0,0.0,0.0
GenCo341,2,0.0,0,2,0.0,0.0,0.0
GenCo342,2,0.0,0,2,0.0,0.0,0.0
GenCo343,2,0.0,0,2,0.0,136.20359749538858,0.0
GenCo344,2,0.0,0,2,0.0,130.46632739475393,0.0
GenCo345,2,0.0,0,2,0.0,0.0,0.0
GenCo346,2,0.0,0,2,0.0,0.0,0.0
GenCo347,2,0.0,0,2,0.0,0.0,0.0
GenCo348,2,0.0,0,2,0.0,129.8360840730707,0.0
GenCo349,2,0.0,0,2,0.0,137.70118646710392,0.0
GenCo350,2,0.0,0,2,0.0,132.03900758560349,0.0
GenCo351,2,0.0,0,2,0.0,134.4225664424397,0.0
GenCo352,2,0.0,0,2,0.0,124.79555441235962,0.0
GenCo353,2,0.0,0,2,0.0,126.73593509290441,0.0
GenCo354,2,0.0,0,2,0.0,0.0,0.0
GenCo355,2,0.0,0,2,0.0,0.0,0.0
GenCo356,2,0.0,0,2,0.0,0.0,0.0
GenCo357,2,0.0,0,2,0.0,0.0,0.0
GenCo358,2,0.0,0,2,0.0,0.0,0.0
GenCo359,2,0.0,0,2,0.0,0.0,0.0
GenCo360,2,0.0,0,2,0.0,0.0,0.0
GenCo361,2,0.0,0,2,0.0,0.0,0.0
GenCo362,2,0.0,0,2,0.0,0.0,0.0
GenCo363,2,0.0,0,2,0.0,0.0,0.0
GenCo364,2,0.0,0,2,0.0,0.0,0.0
GenCo365,2,0.0,0,2,0.0,0.0,0.0
GenCo366,2,0.0,0,2,0.0,0.0,0.0
GenCo367,2,0.0,0,2,0.0,0.0,0.0
GenCo368,2,0.0,0,2,0.0,0.0,0.0
GenCo369,2,0.0,0,2,0.0,0.0,0.0
GenCo370,2,0.0,0,2,0.0,0.0,0.0
GenCo371,2,0.0,0,2,0.0,0.0,0.0
GenCo372,2,0.0,0,2,0.0,0.0,0.0
GenCo373,2,0.0,0,2,0.0,0.0,0.0
GenCo374,2,0.0,0,2,0.0,0.0,0.0
GenCo375,2,0.0,0,2,0.0,0.0,0.0
GenCo376,2,0.0,0,2,0.0,141.5184329098668,0.0
GenCo377,2,0.0,0,2,0.0,130.1469941393212,0.0
GenCo378,2,0.0,0,2,0.0,140.58032556785767,0.0
GenCo379,2,0.0,0,2,0.0,130.37816187976878,0.0
GenCo380,2,0.0,0,2,0.0,145.51701105317602,0.0
GenCo381,2,0.0,0,2,0.0,144.02995485122074,0.0
GenCo382,2,0.0,0,2,0.0,140.45597415723034,0.0
GenCo383,2,0.0,0,2,0.0,133.8656060448624,0.0
GenCo384,2,0.0,0,2,0.0,142.96427825517694,0.0
GenCo385,2,0.0,0,2,0.0,133.42689825643316,0.0
GenCo386,2,0.0,0,2,0.0,0.0,0.0
GenCo387,2,0.0,0,2,0.0,134.10477893386113,0.0
GenCo388,2,0.0,0,2,0.0,130.5268720497908,0.0
GenCo389,2,0.0,0,2,0.0,132.70070771077786,0.0
GenCo390,2,0.0,0,2,0.0,0.0,0.0
GenCo391,2,0.0,0,2,0.0,0.0,0.0
GenCo392,2,0.0,0,2,0.0,0.0,0.0
GenCo393,2,0.0,0,2,0.0,0.0,0.0
GenCo394,2,0.0,0,2,0.0,0.0,0.0
GenCo395,2,0.0,0,2,0.0,0.0,0.0
GenCo396,2,0.0,0,2,0.0,0.0,0.0
GenCo397,2,0.0,0,2,0.0,0.0,0.0
GenCo398,2,0.0,0,2,0.0,123.75712891258497,0.0
GenCo399,2,0.0,0,2,0.0,124.60368251680296,0.0
GenCo400,2,0.0,0,2,0.0,0.0,0.0
GenCo401,2,0.0,0,2,0.0,0.0,0.0
GenCo402,2,0.0,0,2,0.0,0.0,0.0
GenCo403,2,0.0,0,2,0.0,0.0,0.0
GenCo404,2,0.0,0,2,0.0,0.0,0.0
GenCo405,2,0.0,0,2,0.0,165.75258315333897,0.0
GenCo406,2,0.0,0,2,0.0,0.0,0.0
GenCo407,2,0.0,0,2,0.0,0.0,0.0
GenCo408,2,0.0,0,2,0.0,0.0,0.0
GenCo409,2,0.0,0,2,0.0,0.0,0.0
GenCo410,2,0.0,0,2,0.0,0.0,0.0
GenCo411,2,0.0,0,2,0.0,0.0,0.0
GenCo412,2,0.0,0,2,0.0,0.0,0.0
GenCo413,2,0.0,0,2,0.0,0.0,0.0
GenCo414,2,0.0,0,2,0.0,0.0,0.0
GenCo415,2,0.0,0,2,0.0,0.0,0.0
GenCo416,2,0.0,0,2,0.0,0.0,0.0
GenCo417,2,0.0,0,2,0.0,0.0,0.0
GenCo418,2,0.0,0,2,0.0,0.0,0.0
GenCo419,2,0.0,0,2,0.0,0.0,0.0
GenCo420,2,0.0,0,2,0.0,0.0,0.0
