,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,2.0380350036186137,0.0
GenCo1,2,0.0,0,2,0.0,2.012395407386772,0.0
GenCo2,2,0.0,0,2,0.0,2.0347613097003783,0.0
GenCo3,2,0.0,0,2,0.0,0.9959276560662207,0.0
GenCo4,2,0.0,0,2,0.0,1.952807579500965,0.0
GenCo5,2,0.0,0,2,0.0,2.0488327200829155,0.0
GenCo6,2,0.0,0,2,0.0,1.9970838107458924,0.0
GenCo7,2,0.0,0,2,0.0,1.9774399417125792,0.0
GenCo8,2,0.0,0,2,0.0,2.0370456183098744,0.0
GenCo9,2,0.0,0,2,0.0,1.9287032496481387,0.0
GenCo10,2,0.0,0,2,0.0,0.9740678361317995,0.0
GenCo11,2,0.0,0,2,0.0,1.9067542731577125,0.0
GenCo12,2,0.0,0,2,0.0,1.9826096208854342,0.0
GenCo13,2,0.0,0,2,0.0,1.0264119848850657,0.0
GenCo14,2,0.0,0,2,0.0,1.02654972048089,0.0
GenCo15,2,0.0,0,2,0.0,1.9692339233501475,0.0
GenCo16,2,0.0,0,2,0.0,2.0074639314984886,0.0
GenCo17,2,0.0,0,2,0.0,1.0395783926777338,0.0
GenCo18,2,0.0,0,2,0.0,2.0159874376807774,0.0
GenCo19,2,0.0,0,2,0.0,1.9130344483534467,0.0
GenCo20,2,0.0,0,2,0.0,1.9571714644014675,0.0
GenCo21,2,0.0,0,2,0.0,2.090920030919672,0.0
GenCo22,2,0.0,0,2,0.0,0.9870814163205747,0.0
GenCo23,2,0.0,0,2,0.0,1.9953646263049822,0.0
GenCo24,2,0.0,0,2,0.0,0.9943935766438308,0.0
GenCo25,2,0.0,0,2,0.0,1.0194787174548343,0.0
GenCo26,2,0.0,0,2,0.0,1.9507746391095582,0.0
GenCo27,2,0.0,0,2,0.0,0.9629522156371951,0.0
GenCo28,2,0.0,0,2,0.0,2.0813412078840003,0.0
GenCo29,2,0.0,0,2,0.0,0.9971857366563146,0.0
GenCo30,2,0.0,0,2,0.0,1.9739428500618754,0.0
GenCo31,2,0.0,0,2,0.0,1.9938546720774957,0.0
GenCo32,2,0.0,0,2,0.0,1.9140713112659211,0.0
GenCo33,2,0.0,0,2,0.0,2.0594097293295763,0.0
GenCo34,2,0.0,0,2,0.0,0.9841373767560274,0.0
GenCo35,2,0.0,0,2,0.0,2.0044908077668713,0.0
GenCo36,2,0.0,0,2,0.0,1.0119589306695784,0.0
GenCo37,2,0.0,0,2,0.0,1.0174115109226887,0.0
GenCo38,2,0.0,0,2,0.0,2.076479382266517,0.0
GenCo39,2,0.0,0,2,0.0,1.925029325156453,0.0
GenCo40,2,0.0,0,2,0.0,2.0459441330831796,0.0
GenCo41,2,0.0,0,2,0.0,2.090727732879706,0.0
GenCo42,2,0.0,0,2,0.0,0.9708063998229634,0.0
GenCo43,2,0.0,0,2,0.0,1.0189115847806565,0.0
GenCo44,2,0.0,0,2,0.0,1.0285800374225451,0.0
GenCo45,2,0.0,0,2,0.0,2.0076388224010335,0.0
GenCo46,2,0.0,0,2,0.0,1.9781766809176835,0.0
GenCo47,2,0.0,0,2,0.0,2.030924154427717,0.0
GenCo48,2,0.0,0,2,0.0,1.964652593370374,0.0
GenCo49,2,0.0,0,2,0.0,2.0325582095497396,0.0
GenCo50,2,0.0,0,2,0.0,1.9829074484899727,0.0
GenCo51,2,0.0,0,2,0.0,1.909657913029499,0.0
GenCo52,2,0.0,0,2,0.0,1.9704560389927173,0.0
GenCo53,2,0.0,0,2,0.0,1.9506070651376088,0.0
GenCo54,2,0.0,0,2,0.0,2.0937707730293575,0.0
GenCo55,2,0.0,0,2,0.0,2.0278978697552237,0.0
GenCo56,2,0.0,0,2,0.0,1.0294491026421901,0.0
GenCo57,2,0.0,0,2,0.0,1.0216181651254717,0.0
GenCo58,2,0.0,0,2,0.0,1.0135352370212463,0.0
GenCo59,2,0.0,0,2,0.0,1.9611040271982108,0.0
GenCo60,2,0.0,0,2,0.0,1.9350118067457989,0.0
GenCo61,2,0.0,0,2,0.0,1.9932891893912612,0.0
GenCo62,2,0.0,0,2,0.0,1.9799825306179173,0.0
GenCo63,2,0.0,0,2,0.0,0.9553690408300807,0.0
GenCo64,2,0.0,0,2,0.0,1.0088022371589493,0.0
GenCo65,2,0.0,0,2,0.0,0.9535042874474722,0.0
GenCo66,2,0.0,0,2,0.0,0.950699459946768,0.0
GenCo67,2,0.0,0,2,0.0,2.00556637873631,0.0
GenCo68,2,0.0,0,2,0.0,2.085425769148967,0.0
GenCo69,2,0.0,0,2,0.0,1.9936873817949956,0.0
GenCo70,2,0.0,0,2,0.0,1.9634106729734235,0.0
GenCo71,2,0.0,0,2,0.0,1.924095672926361,0.0
GenCo72,2,0.0,0,2,0.0,2.073773399589241,0.0
GenCo73,2,0.0,0,2,0.0,0.9938134431058253,0.0
GenCo74,2,0.0,0,2,0.0,1.9087482400326117,0.0
GenCo75,2,0.0,0,2,0.0,1.9032971920117596,0.0
GenCo76,2,0.0,0,2,0.0,2.091271874570992,0.0
GenCo77,2,0.0,0,2,0.0,0.9905982634182425,0.0
GenCo78,2,0.0,0,2,0.0,1.923639141932269,0.0
GenCo79,2,0.0,0,2,0.0,2.011076791027907,0.0
GenCo80,2,0.0,0,2,0.0,2.0473110401125187,0.0
GenCo81,2,0.0,0,2,0.0,0.9795685303386036,0.0
GenCo82,2,0.0,0,2,0.0,1.9178973914466773,0.0
GenCo83,2,0.0,0,2,0.0,1.9502728524016173,0.0
GenCo84,2,0.0,0,2,0.0,2.013582794732227,0.0
GenCo85,2,0.0,0,2,0.0,2.0713945205659847,0.0
GenCo86,2,0.0,0,2,0.0,1.0069745315503138,0.0
GenCo87,2,0.0,0,2,0.0,2.0601173199913707,0.0
GenCo88,2,0.0,0,2,0.0,0.9729585147862991,0.0
GenCo89,2,0.0,0,2,0.0,1.9061453588262096,0.0
GenCo90,2,0.0,0,2,0.0,2.0786897602002794,0.0
GenCo91,2,0.0,0,2,0.0,1.0316360556552702,0.0
GenCo92,2,0.0,0,2,0.0,0.9855024322609024,0.0
GenCo93,2,0.0,0,2,0.0,2.0650895400793168,0.0
GenCo94,2,0.0,0,2,0.0,2.0469293131579636,0.0
GenCo95,2,0.0,0,2,0.0,2.0937047451445325,0.0
GenCo96,2,0.0,0,2,0.0,1.9095952689357654,0.0
GenCo97,2,0.0,0,2,0.0,2.039481727347088,0.0
GenCo98,2,0.0,0,2,0.0,1.9951117172157515,0.0
GenCo99,2,0.0,0,2,0.0,2.002601595544893,0.0
GenCo100,2,0.0,0,2,0.0,1.9687304962898406,0.0
GenCo101,2,0.0,0,2,0.0,2.0122714319408908,0.0
GenCo102,2,0.0,0,2,0.0,1.907366529992899,0.0
GenCo103,2,0.0,0,2,0.0,0.9875458439682802,0.0
GenCo104,2,0.0,0,2,0.0,1.0187143031906076,0.0
GenCo105,2,0.0,0,2,0.0,0.9720676511369306,0.0
GenCo106,2,0.0,0,2,0.0,1.9406239194067576,0.0
GenCo107,2,0.0,0,2,0.0,0.974048197193927,0.0
GenCo108,2,0.0,0,2,0.0,1.9623334824828826,0.0
GenCo109,2,0.0,0,2,0.0,2.0676044354724556,0.0
GenCo110,2,0.0,0,2,0.0,2.0610281094726295,0.0
GenCo111,2,0.0,0,2,0.0,1.9871315032885373,0.0
GenCo112,2,0.0,0,2,0.0,1.9233237442229887,0.0
GenCo113,2,0.0,0,2,0.0,0.9999464337646836,0.0
GenCo114,2,0.0,0,2,0.0,2.0404089417157274,0.0
GenCo115,2,0.0,0,2,0.0,1.9758337407550395,0.0
GenCo116,2,0.0,0,2,0.0,2.0642639649831054,0.0
GenCo117,2,0.0,0,2,0.0,2.003326091217139,0.0
GenCo118,2,0.0,0,2,0.0,1.990200976503669,0.0
GenCo119,2,0.0,0,2,0.0,0.9537921988555561,0.0
GenCo120,2,0.0,0,2,0.0,2.0039277128938817,0.0
GenCo121,2,0.0,0,2,0.0,1.940614444149298,0.0
GenCo122,2,0.0,0,2,0.0,2.032752334821863,0.0
GenCo123,2,0.0,0,2,0.0,1.9297861112822479,0.0
GenCo124,2,0.0,0,2,0.0,2.0529698259168883,0.0
GenCo125,2,0.0,0,2,0.0,2.0756647689529553,0.0
GenCo126,2,0.0,0,2,0.0,1.032653992791366,0.0
GenCo127,2,0.0,0,2,0.0,2.0487096554454722,0.0
GenCo128,2,0.0,0,2,0.0,1.9033590983593682,0.0
GenCo129,2,0.0,0,2,0.0,0.9527480256632967,0.0
GenCo130,2,0.0,0,2,0.0,0.9893760570807298,0.0
GenCo131,2,0.0,0,2,0.0,2.0775830740826957,0.0
GenCo132,2,0.0,0,2,0.0,1.0164269212392885,0.0
GenCo133,2,0.0,0,2,0.0,1.021433848009458,0.0
