,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,162.44877697355906,0.0
GenCo1,2,0.0,0,2,0.0,161.86918638779008,0.0
GenCo2,2,0.0,0,2,0.0,110.97853470571053,0.0
GenCo3,2,0.0,0,2,0.0,107.60353499054627,0.0
GenCo4,2,0.0,0,2,0.0,108.18681023832939,0.0
GenCo5,2,0.0,0,2,0.0,105.90371525228754,0.0
GenCo6,2,0.0,0,2,0.0,104.30486798954132,0.0
GenCo7,2,0.0,0,2,0.0,107.92892273400395,0.0
GenCo8,2,0.0,0,2,0.0,108.09216356530108,0.0
GenCo9,2,0.0,0,2,0.0,111.33405921582354,0.0
GenCo10,2,0.0,0,2,0.0,107.73173177622994,0.0
GenCo11,2,0.0,0,2,0.0,108.74735754286351,0.0
GenCo12,2,0.0,0,2,0.0,111.95137472644905,0.0
GenCo13,2,0.0,0,2,0.0,138.60077174349,0.0
GenCo14,2,0.0,0,2,0.0,140.9398597250356,0.0
GenCo15,2,0.0,0,2,0.0,142.31807418466278,0.0
GenCo16,2,0.0,0,2,0.0,142.85717561768342,0.0
GenCo17,2,0.0,0,2,0.0,148.88333615239577,0.0
GenCo18,2,0.0,0,2,0.0,136.82086700491277,0.0
GenCo19,2,0.0,0,2,0.0,141.75608393425114,0.0
GenCo20,2,0.0,0,2,0.0,149.59443539157712,0.0
GenCo21,2,0.0,0,2,0.0,154.507596444431,0.0
GenCo22,2,0.0,0,2,0.0,147.7573834308365,0.0
GenCo23,2,0.0,0,2,0.0,152.40742448182883,0.0
GenCo24,2,0.0,0,2,0.0,151.73261318920405,0.0
GenCo25,2,0.0,0,2,0.0,144.34716873988546,0.0
GenCo26,2,0.0,0,2,0.0,148.35561455583232,0.0
GenCo27,2,0.0,0,2,0.0,145.40557421403557,0.0
GenCo28,2,0.0,0,2,0.0,0.0,0.0
GenCo29,2,0.0,0,2,0.0,136.90099021799358,0.0
GenCo30,2,0.0,0,2,0.0,134.77789122521983,0.0
GenCo31,2,0.0,0,2,0.0,133.57401326183304,0.0
GenCo32,2,0.0,0,2,0.0,140.31065378451046,0.0
GenCo33,2,0.0,0,2,0.0,132.76326438539795,0.0
GenCo34,2,0.0,0,2,0.0,125.38079450122122,0.0
GenCo35,2,0.0,0,2,0.0,123.87096961489537,0.0
GenCo36,2,0.0,0,2,0.0,0.0,0.0
GenCo37,2,0.0,0,2,0.0,0.0,0.0
GenCo38,2,0.0,0,2,0.0,127.33732494216038,0.0
GenCo39,2,0.0,0,2,0.0,124.5756715469077,0.0
GenCo40,2,0.0,0,2,0.0,129.29203202255468,0.0
GenCo41,2,0.0,0,2,0.0,131.3717902075663,0.0
GenCo42,2,0.0,0,2,0.0,136.66580412619447,0.0
GenCo43,2,0.0,0,2,0.0,136.4939866405413,0.0
GenCo44,2,0.0,0,2,0.0,146.64414319234723,0.0
GenCo45,2,0.0,0,2,0.0,133.38782874182417,0.0
GenCo46,2,0.0,0,2,0.0,127.05454036947806,0.0
GenCo47,2,0.0,0,2,0.0,129.30404016998602,0.0
GenCo48,2,0.0,0,2,0.0,128.45566179628148,0.0
GenCo49,2,0.0,0,2,0.0,123.72879109010849,0.0
GenCo50,2,0.0,0,2,0.0,143.90294907676267,0.0
GenCo51,2,0.0,0,2,0.0,139.32608958855548,0.0
GenCo52,2,0.0,0,2,0.0,139.5110118510605,0.0
GenCo53,2,0.0,0,2,0.0,135.06481570589096,0.0
