,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,153.68420287891934,0.0
GenCo1,2,0.0,0,2,0.0,160.20528211339303,0.0
GenCo2,2,0.0,0,2,0.0,111.70379800170063,0.0
GenCo3,2,0.0,0,2,0.0,103.57080311058166,0.0
GenCo4,2,0.0,0,2,0.0,103.11921160749267,0.0
GenCo5,2,0.0,0,2,0.0,102.98016793756183,0.0
GenCo6,2,0.0,0,2,0.0,109.90865520172332,0.0
GenCo7,2,0.0,0,2,0.0,110.19370180968254,0.0
GenCo8,2,0.0,0,2,0.0,105.95106942469207,0.0
GenCo9,2,0.0,0,2,0.0,103.93310234877643,0.0
GenCo10,2,0.0,0,2,0.0,111.48251621486585,0.0
GenCo11,2,0.0,0,2,0.0,108.64156514329265,0.0
GenCo12,2,0.0,0,2,0.0,112.29583785628856,0.0
GenCo13,2,0.0,0,2,0.0,148.38532107539967,0.0
GenCo14,2,0.0,0,2,0.0,147.83478431223045,0.0
GenCo15,2,0.0,0,2,0.0,148.0578792762954,0.0
GenCo16,2,0.0,0,2,0.0,141.38629360118915,0.0
GenCo17,2,0.0,0,2,0.0,141.04845899943402,0.0
GenCo18,2,0.0,0,2,0.0,148.33034239175774,0.0
GenCo19,2,0.0,0,2,0.0,149.29303553678778,0.0
GenCo20,2,0.0,0,2,0.0,141.58946770389423,0.0
GenCo21,2,0.0,0,2,0.0,149.07413554841781,0.0
GenCo22,2,0.0,0,2,0.0,144.77003741473055,0.0
GenCo23,2,0.0,0,2,0.0,144.00546355107224,0.0
GenCo24,2,0.0,0,2,0.0,146.52703004920667,0.0
GenCo25,2,0.0,0,2,0.0,153.68303235184646,0.0
GenCo26,2,0.0,0,2,0.0,143.89708779657988,0.0
GenCo27,2,0.0,0,2,0.0,150.93574934817335,0.0
GenCo28,2,0.0,0,2,0.0,0.0,0.0
GenCo29,2,0.0,0,2,0.0,133.93825765175785,0.0
GenCo30,2,0.0,0,2,0.0,131.45483465109402,0.0
GenCo31,2,0.0,0,2,0.0,138.60144540145868,0.0
GenCo32,2,0.0,0,2,0.0,136.50332724538652,0.0
GenCo33,2,0.0,0,2,0.0,136.07574016060664,0.0
GenCo34,2,0.0,0,2,0.0,129.30155353793086,0.0
GenCo35,2,0.0,0,2,0.0,121.74935350376734,0.0
GenCo36,2,0.0,0,2,0.0,0.0,0.0
GenCo37,2,0.0,0,2,0.0,0.0,0.0
GenCo38,2,0.0,0,2,0.0,136.20393817733316,0.0
GenCo39,2,0.0,0,2,0.0,128.41066832845775,0.0
GenCo40,2,0.0,0,2,0.0,131.11319269890438,0.0
GenCo41,2,0.0,0,2,0.0,134.1397343125486,0.0
