,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,2.019878422090791,0.0
GenCo1,2,0.0,0,2,0.0,2.0287810220232436,0.0
GenCo2,2,0.0,0,2,0.0,1.911349338857575,0.0
GenCo3,2,0.0,0,2,0.0,0.9624643931278276,0.0
GenCo4,2,0.0,0,2,0.0,1.910482630727871,0.0
GenCo5,2,0.0,0,2,0.0,1.9171121605385155,0.0
GenCo6,2,0.0,0,2,0.0,2.0008987469313437,0.0
GenCo7,2,0.0,0,2,0.0,2.0688546213706296,0.0
GenCo8,2,0.0,0,2,0.0,2.0682448599560463,0.0
GenCo9,2,0.0,0,2,0.0,1.9359778514860004,0.0
GenCo10,2,0.0,0,2,0.0,1.0374367457584657,0.0
GenCo11,2,0.0,0,2,0.0,2.062358017442877,0.0
GenCo12,2,0.0,0,2,0.0,2.0370658790146714,0.0
GenCo13,2,0.0,0,2,0.0,0.9670733002301293,0.0
GenCo14,2,0.0,0,2,0.0,1.0435142250223453,0.0
GenCo15,2,0.0,0,2,0.0,2.009692126950998,0.0
GenCo16,2,0.0,0,2,0.0,1.954337797153115,0.0
GenCo17,2,0.0,0,2,0.0,1.013686206786986,0.0
GenCo18,2,0.0,0,2,0.0,2.0452874316191796,0.0
GenCo19,2,0.0,0,2,0.0,2.071273078662742,0.0
GenCo20,2,0.0,0,2,0.0,1.9226753321846353,0.0
GenCo21,2,0.0,0,2,0.0,1.9814078743015544,0.0
GenCo22,2,0.0,0,2,0.0,1.005409709288445,0.0
GenCo23,2,0.0,0,2,0.0,2.0887703458321565,0.0
GenCo24,2,0.0,0,2,0.0,1.0001791730737686,0.0
GenCo25,2,0.0,0,2,0.0,1.0032888637835746,0.0
GenCo26,2,0.0,0,2,0.0,2.005185943351023,0.0
GenCo27,2,0.0,0,2,0.0,1.0219713592805677,0.0
GenCo28,2,0.0,0,2,0.0,2.027562532786541,0.0
GenCo29,2,0.0,0,2,0.0,0.9967417478621838,0.0
GenCo30,2,0.0,0,2,0.0,2.0538337141932765,0.0
GenCo31,2,0.0,0,2,0.0,1.9047450417910805,0.0
GenCo32,2,0.0,0,2,0.0,1.9582086611273892,0.0
GenCo33,2,0.0,0,2,0.0,1.9065533267263408,0.0
GenCo34,2,0.0,0,2,0.0,1.0116873603407623,0.0
GenCo35,2,0.0,0,2,0.0,2.0133239555065323,0.0
GenCo36,2,0.0,0,2,0.0,1.0452932164933206,0.0
GenCo37,2,0.0,0,2,0.0,0.9608769199190444,0.0
GenCo38,2,0.0,0,2,0.0,2.0912037034152466,0.0
GenCo39,2,0.0,0,2,0.0,2.0856115038143264,0.0
GenCo40,2,0.0,0,2,0.0,2.0309384577188476,0.0
GenCo41,2,0.0,0,2,0.0,1.920425379295796,0.0
GenCo42,2,0.0,0,2,0.0,0.9839867880510896,0.0
GenCo43,2,0.0,0,2,0.0,1.0196188068135734,0.0
GenCo44,2,0.0,0,2,0.0,1.0320825093878794,0.0
GenCo45,2,0.0,0,2,0.0,1.9702230508382979,0.0
GenCo46,2,0.0,0,2,0.0,1.9467251545040154,0.0
GenCo47,2,0.0,0,2,0.0,2.0428883248907237,0.0
GenCo48,2,0.0,0,2,0.0,1.978027576718903,0.0
GenCo49,2,0.0,0,2,0.0,2.0989734578704815,0.0
GenCo50,2,0.0,0,2,0.0,1.9869998986535071,0.0
GenCo51,2,0.0,0,2,0.0,2.066808586238908,0.0
GenCo52,2,0.0,0,2,0.0,1.960357900204376,0.0
GenCo53,2,0.0,0,2,0.0,2.029843801232477,0.0
GenCo54,2,0.0,0,2,0.0,2.0087825678889235,0.0
GenCo55,2,0.0,0,2,0.0,1.9436404497449982,0.0
GenCo56,2,0.0,0,2,0.0,1.0122484963355465,0.0
GenCo57,2,0.0,0,2,0.0,1.049823086872668,0.0
GenCo58,2,0.0,0,2,0.0,0.9550822215678634,0.0
