,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,0.9920324995249968,0.0
GenCo1,2,0.0,0,2,0.0,1.0184086815115672,0.0
GenCo2,2,0.0,0,2,0.0,0.9650275019396389,0.0
GenCo3,2,0.0,0,2,0.0,0.9826140305236541,0.0
GenCo4,2,0.0,0,2,0.0,0.9788938260873821,0.0
GenCo5,2,0.0,0,2,0.0,0.9857856788082708,0.0
GenCo6,2,0.0,0,2,0.0,2.0912052603865794,0.0
GenCo7,2,0.0,0,2,0.0,1.047860326083565,0.0
GenCo8,2,0.0,0,2,0.0,1.972141587366597,0.0
GenCo9,2,0.0,0,2,0.0,1.0028083581024863,0.0
GenCo10,2,0.0,0,2,0.0,1.0293902181764787,0.0
GenCo11,2,0.0,0,2,0.0,1.0299800084240935,0.0
GenCo12,2,0.0,0,2,0.0,0.9817743930852479,0.0
GenCo13,2,0.0,0,2,0.0,1.0098002467020826,0.0
GenCo14,2,0.0,0,2,0.0,0.9805254927815743,0.0
GenCo15,2,0.0,0,2,0.0,1.024225957384653,0.0
GenCo16,2,0.0,0,2,0.0,1.0299452346799776,0.0
GenCo17,2,0.0,0,2,0.0,1.0391262203381793,0.0
GenCo18,2,0.0,0,2,0.0,1.0046337714959814,0.0
GenCo19,2,0.0,0,2,0.0,0.9921781859455561,0.0
GenCo20,2,0.0,0,2,0.0,1.024159065733392,0.0
GenCo21,2,0.0,0,2,0.0,0.9658720649087804,0.0
GenCo22,2,0.0,0,2,0.0,1.0024601312096488,0.0
GenCo23,2,0.0,0,2,0.0,0.9753919617292318,0.0
GenCo24,2,0.0,0,2,0.0,0.9812188926427156,0.0
GenCo25,2,0.0,0,2,0.0,0.9685126358191142,0.0
GenCo26,2,0.0,0,2,0.0,0.9576088858711387,0.0
GenCo27,2,0.0,0,2,0.0,1.0108159729481174,0.0
GenCo28,2,0.0,0,2,0.0,1.0433069632392715,0.0
GenCo29,2,0.0,0,2,0.0,0.9531118792229865,0.0
GenCo30,2,0.0,0,2,0.0,1.0278168011862605,0.0
GenCo31,2,0.0,0,2,0.0,1.0179109041870114,0.0
GenCo32,2,0.0,0,2,0.0,1.9380438693972402,0.0
GenCo33,2,0.0,0,2,0.0,0.9781389541835126,0.0
GenCo34,2,0.0,0,2,0.0,1.0036308112056949,0.0
GenCo35,2,0.0,0,2,0.0,1.029378865132823,0.0
GenCo36,2,0.0,0,2,0.0,1.0437874469273234,0.0
GenCo37,2,0.0,0,2,0.0,2.038201164235103,0.0
GenCo38,2,0.0,0,2,0.0,1.009607875496045,0.0
GenCo39,2,0.0,0,2,0.0,1.0263092264802427,0.0
GenCo40,2,0.0,0,2,0.0,1.0136611759579068,0.0
GenCo41,2,0.0,0,2,0.0,1.0093093532756745,0.0
GenCo42,2,0.0,0,2,0.0,1.015930220484965,0.0
GenCo43,2,0.0,0,2,0.0,0.9821043985734864,0.0
GenCo44,2,0.0,0,2,0.0,1.045152436726923,0.0
GenCo45,2,0.0,0,2,0.0,0.9988608932767109,0.0
GenCo46,2,0.0,0,2,0.0,1.0217579699229031,0.0
GenCo47,2,0.0,0,2,0.0,0.996120754427536,0.0
GenCo48,2,0.0,0,2,0.0,1.0303837419906394,0.0
GenCo49,2,0.0,0,2,0.0,1.0021380185284954,0.0
GenCo50,2,0.0,0,2,0.0,0.9717946561826886,0.0
GenCo51,2,0.0,0,2,0.0,0.9656683789838065,0.0
GenCo52,2,0.0,0,2,0.0,0.9775892121838687,0.0
GenCo53,2,0.0,0,2,0.0,0.9864128116718721,0.0
GenCo54,2,0.0,0,2,0.0,0.9886553382961187,0.0
GenCo55,2,0.0,0,2,0.0,0.9954779697803429,0.0
GenCo56,2,0.0,0,2,0.0,1.0275000967698305,0.0
GenCo57,2,0.0,0,2,0.0,0.9704412445306534,0.0
GenCo58,2,0.0,0,2,0.0,0.9736220225172719,0.0
GenCo59,2,0.0,0,2,0.0,0.9647994543899553,0.0
GenCo60,2,0.0,0,2,0.0,1.031576506853136,0.0
GenCo61,2,0.0,0,2,0.0,0.9580412627557512,0.0
GenCo62,2,0.0,0,2,0.0,1.038561726939335,0.0
GenCo63,2,0.0,0,2,0.0,0.966133852902958,0.0
GenCo64,2,0.0,0,2,0.0,1.0436874028949465,0.0
GenCo65,2,0.0,0,2,0.0,1.0269279631032766,0.0
GenCo66,2,0.0,0,2,0.0,0.9622458259273365,0.0
GenCo67,2,0.0,0,2,0.0,1.0040274678331573,0.0
GenCo68,2,0.0,0,2,0.0,1.0190823851689268,0.0
GenCo69,2,0.0,0,2,0.0,1.0316170907831972,0.0
GenCo70,2,0.0,0,2,0.0,1.034572645592554,0.0
GenCo71,2,0.0,0,2,0.0,1.0195475061058255,0.0
GenCo72,2,0.0,0,2,0.0,0.9767711649107926,0.0
GenCo73,2,0.0,0,2,0.0,1.0094391776381355,0.0
GenCo74,2,0.0,0,2,0.0,1.0146339330347827,0.0
GenCo75,2,0.0,0,2,0.0,1.0055687001297313,0.0
GenCo76,2,0.0,0,2,0.0,0.9667955771179173,0.0
GenCo77,2,0.0,0,2,0.0,0.978849957144415,0.0
GenCo78,2,0.0,0,2,0.0,1.014342489402229,0.0
GenCo79,2,0.0,0,2,0.0,0.9620967217451268,0.0
GenCo80,2,0.0,0,2,0.0,1.0265295004241741,0.0
GenCo81,2,0.0,0,2,0.0,0.9752894816833114,0.0
GenCo82,2,0.0,0,2,0.0,1.0413652798006365,0.0
GenCo83,2,0.0,0,2,0.0,1.045690164023502,0.0
GenCo84,2,0.0,0,2,0.0,0.9587477087207293,0.0
GenCo85,2,0.0,0,2,0.0,1.0088521365872232,0.0
GenCo86,2,0.0,0,2,0.0,1.0267993162412108,0.0
GenCo87,2,0.0,0,2,0.0,1.0497783836554442,0.0
GenCo88,2,0.0,0,2,0.0,0.9917610824840811,0.0
GenCo89,2,0.0,0,2,0.0,1.0195440148280097,0.0
GenCo90,2,0.0,0,2,0.0,1.0222065107489648,0.0
GenCo91,2,0.0,0,2,0.0,0.9603629341731581,0.0
GenCo92,2,0.0,0,2,0.0,0.9575849670484189,0.0
GenCo93,2,0.0,0,2,0.0,1.0088401080010754,0.0
GenCo94,2,0.0,0,2,0.0,0.9709887437933634,0.0
GenCo95,2,0.0,0,2,0.0,1.0092948985722652,0.0
GenCo96,2,0.0,0,2,0.0,1.0395520063598473,0.0
GenCo97,2,0.0,0,2,0.0,0.9576011566806297,0.0
GenCo98,2,0.0,0,2,0.0,0.9737399204013326,0.0
GenCo99,2,0.0,0,2,0.0,1.0153357790078779,0.0
GenCo100,2,0.0,0,2,0.0,0.9798642919022954,0.0
GenCo101,2,0.0,0,2,0.0,0.9884034780180688,0.0
GenCo102,2,0.0,0,2,0.0,1.0217597873211195,0.0
GenCo103,2,0.0,0,2,0.0,0.9853225644345736,0.0
GenCo104,2,0.0,0,2,0.0,1.0315980177040514,0.0
GenCo105,2,0.0,0,2,0.0,1.0484709033576531,0.0
GenCo106,2,0.0,0,2,0.0,0.9985778651830018,0.0
GenCo107,2,0.0,0,2,0.0,0.9979277009644115,0.0
GenCo108,2,0.0,0,2,0.0,0.9540867393854884,0.0
GenCo109,2,0.0,0,2,0.0,1.0314835539810243,0.0
GenCo110,2,0.0,0,2,0.0,1.0268626418087772,0.0
GenCo111,2,0.0,0,2,0.0,0.9865275479836392,0.0
GenCo112,2,0.0,0,2,0.0,0.9607975533206689,0.0
GenCo113,2,0.0,0,2,0.0,1.0437835578617922,0.0
GenCo114,2,0.0,0,2,0.0,1.0454391564958774,0.0
GenCo115,2,0.0,0,2,0.0,1.0156485190043725,0.0
GenCo116,2,0.0,0,2,0.0,1.0154774640444522,0.0
GenCo117,2,0.0,0,2,0.0,1.0116556418777898,0.0
GenCo118,2,0.0,0,2,0.0,1.0156011957665638,0.0
GenCo119,2,0.0,0,2,0.0,1.0052296927154336,0.0
GenCo120,2,0.0,0,2,0.0,1.0261984157245014,0.0
GenCo121,2,0.0,0,2,0.0,0.9980159029408038,0.0
GenCo122,2,0.0,0,2,0.0,1.0020357988578947,0.0
GenCo123,2,0.0,0,2,0.0,0.960964765905368,0.0
GenCo124,2,0.0,0,2,0.0,1.0463838797664418,0.0
GenCo125,2,0.0,0,2,0.0,1.0016318844609065,0.0
GenCo126,2,0.0,0,2,0.0,1.0470268469787296,0.0
GenCo127,2,0.0,0,2,0.0,0.997884010231557,0.0
GenCo128,2,0.0,0,2,0.0,1.0478850342310615,0.0
GenCo129,2,0.0,0,2,0.0,1.004357475526252,0.0
GenCo130,2,0.0,0,2,0.0,0.9647416513026579,0.0
GenCo131,2,0.0,0,2,0.0,1.0452545827917679,0.0
GenCo132,2,0.0,0,2,0.0,0.9869908578655389,0.0
GenCo133,2,0.0,0,2,0.0,1.0265855866302842,0.0
GenCo134,2,0.0,0,2,0.0,0.950269889114951,0.0
GenCo135,2,0.0,0,2,0.0,1.9717705313244223,0.0
GenCo136,2,0.0,0,2,0.0,0.9564891939777752,0.0
GenCo137,2,0.0,0,2,0.0,1.0259252501722245,0.0
GenCo138,2,0.0,0,2,0.0,1.0120618913798318,0.0
GenCo139,2,0.0,0,2,0.0,1.028748860041729,0.0
GenCo140,2,0.0,0,2,0.0,0.9800702276427478,0.0
GenCo141,2,0.0,0,2,0.0,1.042710576799271,0.0
GenCo142,2,0.0,0,2,0.0,1.038280978456833,0.0
GenCo143,2,0.0,0,2,0.0,0.9936810065719544,0.0
GenCo144,2,0.0,0,2,0.0,0.9522653641326777,0.0
GenCo145,2,0.0,0,2,0.0,1.0145296649992672,0.0
GenCo146,2,0.0,0,2,0.0,1.0239685953790354,0.0
GenCo147,2,0.0,0,2,0.0,1.0023776008602092,0.0
GenCo148,2,0.0,0,2,0.0,0.9887628819195328,0.0
GenCo149,2,0.0,0,2,0.0,0.9851365583730383,0.0
GenCo150,2,0.0,0,2,0.0,0.9523502657642989,0.0
GenCo151,2,0.0,0,2,0.0,0.9859826464430518,0.0
GenCo152,2,0.0,0,2,0.0,1.0309570875366922,0.0
GenCo153,2,0.0,0,2,0.0,0.9759188575833336,0.0
GenCo154,2,0.0,0,2,0.0,0.9523294498607897,0.0
GenCo155,2,0.0,0,2,0.0,0.9518682007862704,0.0
GenCo156,2,0.0,0,2,0.0,0.9719912968292962,0.0
GenCo157,2,0.0,0,2,0.0,0.9828860678306993,0.0
GenCo158,2,0.0,0,2,0.0,0.9534911872874887,0.0
GenCo159,2,0.0,0,2,0.0,0.9841214316228085,0.0
GenCo160,2,0.0,0,2,0.0,1.0088480637279131,0.0
GenCo161,2,0.0,0,2,0.0,0.9560675988798428,0.0
GenCo162,2,0.0,0,2,0.0,0.9593919979452226,0.0
GenCo163,2,0.0,0,2,0.0,0.9956883635955106,0.0
GenCo164,2,0.0,0,2,0.0,0.9683942676352594,0.0
GenCo165,2,0.0,0,2,0.0,1.0007151178136948,0.0
GenCo166,2,0.0,0,2,0.0,1.0196571819820195,0.0
GenCo167,2,0.0,0,2,0.0,1.0002515527770663,0.0
GenCo168,2,0.0,0,2,0.0,0.9712317579800268,0.0
GenCo169,2,0.0,0,2,0.0,0.9927783843487892,0.0
GenCo170,2,0.0,0,2,0.0,1.0398010233949324,0.0
GenCo171,2,0.0,0,2,0.0,1.0338839637426451,0.0
GenCo172,2,0.0,0,2,0.0,1.036009027342436,0.0
GenCo173,2,0.0,0,2,0.0,0.9912198053422685,0.0
GenCo174,2,0.0,0,2,0.0,1.002482870733711,0.0
GenCo175,2,0.0,0,2,0.0,0.9953632739942647,0.0
GenCo176,2,0.0,0,2,0.0,0.9677941589213302,0.0
GenCo177,2,0.0,0,2,0.0,0.9737887834154225,0.0
GenCo178,2,0.0,0,2,0.0,0.9693639139252294,0.0
GenCo179,2,0.0,0,2,0.0,0.9760005461425147,0.0
GenCo180,2,0.0,0,2,0.0,1.0166438148240928,0.0
GenCo181,2,0.0,0,2,0.0,1.0143167973184606,0.0
GenCo182,2,0.0,0,2,0.0,0.9607485358999349,0.0
GenCo183,2,0.0,0,2,0.0,0.9755952784701266,0.0
GenCo184,2,0.0,0,2,0.0,0.963197098952365,0.0
GenCo185,2,0.0,0,2,0.0,2.0981680076059392,0.0
GenCo186,2,0.0,0,2,0.0,1.0186986837774556,0.0
GenCo187,2,0.0,0,2,0.0,0.9774030917134379,0.0
GenCo188,2,0.0,0,2,0.0,0.9617456611314473,0.0
GenCo189,2,0.0,0,2,0.0,0.9893977552935169,0.0
GenCo190,2,0.0,0,2,0.0,1.0346021694152774,0.0
GenCo191,2,0.0,0,2,0.0,1.0407423933584885,0.0
GenCo192,2,0.0,0,2,0.0,0.9625897999704736,0.0
GenCo193,2,0.0,0,2,0.0,1.0271560649743483,0.0
GenCo194,2,0.0,0,2,0.0,1.016364944361927,0.0
GenCo195,2,0.0,0,2,0.0,1.0071248215795507,0.0
GenCo196,2,0.0,0,2,0.0,0.9755969042753166,0.0
GenCo197,2,0.0,0,2,0.0,0.9537798352667699,0.0
