,MODEL,STARTUP,SHUTDOWN,NCOST,COST_2,COST_1,COST_0
GenCo0,2,0.0,0,2,0.0,2.0456027834649886,0.0
GenCo1,2,0.0,0,2,0.0,1.9978151692473942,0.0
GenCo2,2,0.0,0,2,0.0,2.0569351550660486,0.0
GenCo3,2,0.0,0,2,0.0,1.9694220656749557,0.0
GenCo4,2,0.0,0,2,0.0,2.0972982067585355,0.0
GenCo5,2,0.0,0,2,0.0,1.956712950741218,0.0
GenCo6,2,0.0,0,2,0.0,2.0267950104310377,0.0
GenCo7,2,0.0,0,2,0.0,2.07784482325977,0.0
GenCo8,2,0.0,0,2,0.0,2.018644688550266,0.0
GenCo9,2,0.0,0,2,0.0,2.046744444624645,0.0
GenCo10,2,0.0,0,2,0.0,1.9745697048104434,0.0
GenCo11,2,0.0,0,2,0.0,1.9396464353910423,0.0
GenCo12,2,0.0,0,2,0.0,1.9170153531096181,0.0
GenCo13,2,0.0,0,2,0.0,2.0787709415813502,0.0
GenCo14,2,0.0,0,2,0.0,1.944851086210789,0.0
GenCo15,2,0.0,0,2,0.0,1.9375698940032902,0.0
GenCo16,2,0.0,0,2,0.0,2.0430879417919154,0.0
GenCo17,2,0.0,0,2,0.0,2.039075227921734,0.0
GenCo18,2,0.0,0,2,0.0,2.0595646051217953,0.0
GenCo19,2,0.0,0,2,0.0,1.9779616338850379,0.0
GenCo20,2,0.0,0,2,0.0,1.0167917395728154,0.0
GenCo21,2,0.0,0,2,0.0,2.0830514169523684,0.0
GenCo22,2,0.0,0,2,0.0,1.9282767691907483,0.0
GenCo23,2,0.0,0,2,0.0,1.9953211739357049,0.0
GenCo24,2,0.0,0,2,0.0,1.0079937569544535,0.0
GenCo25,2,0.0,0,2,0.0,1.9097607395133298,0.0
GenCo26,2,0.0,0,2,0.0,2.036712641296366,0.0
GenCo27,2,0.0,0,2,0.0,1.0216672646142968,0.0
GenCo28,2,0.0,0,2,0.0,2.0766727416944217,0.0
GenCo29,2,0.0,0,2,0.0,1.9909947481797707,0.0
GenCo30,2,0.0,0,2,0.0,1.9048757631064297,0.0
GenCo31,2,0.0,0,2,0.0,2.0263796899866837,0.0
GenCo32,2,0.0,0,2,0.0,1.9869519104123223,0.0
GenCo33,2,0.0,0,2,0.0,1.976815584775255,0.0
GenCo34,2,0.0,0,2,0.0,1.9819142280963091,0.0
GenCo35,2,0.0,0,2,0.0,1.9236824179078105,0.0
GenCo36,2,0.0,0,2,0.0,1.9860316341912938,0.0
GenCo37,2,0.0,0,2,0.0,2.0997772094493197,0.0
GenCo38,2,0.0,0,2,0.0,1.9958433880875823,0.0
GenCo39,2,0.0,0,2,0.0,2.057805613736603,0.0
GenCo40,2,0.0,0,2,0.0,1.9241153847433077,0.0
GenCo41,2,0.0,0,2,0.0,1.9124986077088444,0.0
GenCo42,2,0.0,0,2,0.0,2.01024330415693,0.0
GenCo43,2,0.0,0,2,0.0,1.9866384729202347,0.0
GenCo44,2,0.0,0,2,0.0,1.9613231103718602,0.0
